control_key,control_name,framework_key,framework_name,clause_ref
security-plan-and-baseline,System security plan & control baseline,nist-800-171,NIST SP 800-171,3.12.4
security-plan-and-baseline,System security plan & control baseline,nist-800-53,NIST SP 800-53,PL-2
security-plan-and-baseline,System security plan & control baseline,nist-800-53,NIST SP 800-53,PL-10
security-plan-and-baseline,System security plan & control baseline,nist-800-53,NIST SP 800-53,PL-11
privacy-program-accountability,Data protection accountability program,gdpr,GDPR,Art.5(2)
privacy-program-accountability,Data protection accountability program,gdpr,GDPR,Art.24(1)
privacy-program-accountability,Data protection accountability program,pipeda,PIPEDA,4.1.4
lawful-basis-determination,Lawful basis for processing,ai-governance-essentials,AI Governance Essentials,DA.3
lawful-basis-determination,Lawful basis for processing,gdpr,GDPR,Art.6(1)
lawful-basis-determination,Lawful basis for processing,pipeda,PIPEDA,5(3)
lawful-basis-determination,Lawful basis for processing,pipeda,PIPEDA,7(1)
lawful-basis-determination,Lawful basis for processing,pipeda,PIPEDA,7(2)
special-category-data-handling,Special category and criminal offense data,gdpr,GDPR,Art.9(1)
special-category-data-handling,Special category and criminal offense data,gdpr,GDPR,Art.9(2)
special-category-data-handling,Special category and criminal offense data,gdpr,GDPR,Art.9(3)
special-category-data-handling,Special category and criminal offense data,gdpr,GDPR,Art.10
data-subject-request-procedure,Data subject request procedure & deadlines,gdpr,GDPR,Art.11(2)
data-subject-request-procedure,Data subject request procedure & deadlines,gdpr,GDPR,Art.12(3)
data-subject-request-procedure,Data subject request procedure & deadlines,gdpr,GDPR,Art.12(4)
data-subject-request-procedure,Data subject request procedure & deadlines,gdpr,GDPR,Art.12(5)
data-subject-request-procedure,Data subject request procedure & deadlines,pipeda,PIPEDA,8(1)
data-subject-request-procedure,Data subject request procedure & deadlines,pipeda,PIPEDA,8(3)
data-subject-request-procedure,Data subject request procedure & deadlines,pipeda,PIPEDA,8(4)
data-subject-request-procedure,Data subject request procedure & deadlines,pipeda,PIPEDA,8(6)
data-subject-request-procedure,Data subject request procedure & deadlines,pipeda,PIPEDA,8(7)
privacy-information-notice,Information given when data is collected from the individual,gdpr,GDPR,Art.13(1)
privacy-information-notice,Information given when data is collected from the individual,gdpr,GDPR,Art.13(2)
privacy-information-notice,Information given when data is collected from the individual,gdpr,GDPR,Art.13(3)
privacy-information-notice,Information given when data is collected from the individual,pipeda,PIPEDA,4.2.3
privacy-information-notice,Information given when data is collected from the individual,pipeda,PIPEDA,4.3.2
indirect-collection-notice,Information given when data is obtained from somewhere else,gdpr,GDPR,Art.14(1)
indirect-collection-notice,Information given when data is obtained from somewhere else,gdpr,GDPR,Art.14(2)
indirect-collection-notice,Information given when data is obtained from somewhere else,gdpr,GDPR,Art.14(3)
indirect-collection-notice,Information given when data is obtained from somewhere else,gdpr,GDPR,Art.14(4)
indirect-collection-notice,Information given when data is obtained from somewhere else,gdpr,GDPR,Art.14(5)
access-request-fulfillment,Fulfilling an access request,gdpr,GDPR,Art.15(2)
access-request-fulfillment,Fulfilling an access request,gdpr,GDPR,Art.15(3)
access-request-fulfillment,Fulfilling an access request,gdpr,GDPR,Art.15(4)
access-request-fulfillment,Fulfilling an access request,pipeda,PIPEDA,4.9.1
access-request-fulfillment,Fulfilling an access request,pipeda,PIPEDA,4.9.4
access-request-fulfillment,Fulfilling an access request,pipeda,PIPEDA,9(1)
access-request-fulfillment,Fulfilling an access request,pipeda,PIPEDA,9(2.2)(a)
access-request-fulfillment,Fulfilling an access request,pipeda,PIPEDA,9(2.2)(b)
access-request-fulfillment,Fulfilling an access request,pipeda,PIPEDA,9(2.4)(a)
access-request-fulfillment,Fulfilling an access request,pipeda,PIPEDA,9(2.4)(b)
access-request-fulfillment,Fulfilling an access request,pipeda,PIPEDA,9(2.4)(c)
access-request-fulfillment,Fulfilling an access request,pipeda,PIPEDA,9(3)
access-request-fulfillment,Fulfilling an access request,pipeda,PIPEDA,9(5)
access-request-fulfillment,Fulfilling an access request,pipeda,PIPEDA,10
erasure-and-restriction,Erasure follow-through & restriction of processing,gdpr,GDPR,Art.17(2)
erasure-and-restriction,Erasure follow-through & restriction of processing,gdpr,GDPR,Art.18(1)
erasure-and-restriction,Erasure follow-through & restriction of processing,gdpr,GDPR,Art.18(2)
erasure-and-restriction,Erasure follow-through & restriction of processing,gdpr,GDPR,Art.18(3)
data-portability,Data portability,gdpr,GDPR,Art.20(1)
data-portability,Data portability,gdpr,GDPR,Art.20(2)
data-portability,Data portability,gdpr,GDPR,Art.20(4)
objection-handling,Objection & direct marketing opt-out,gdpr,GDPR,Art.21(2)
objection-handling,Objection & direct marketing opt-out,gdpr,GDPR,Art.21(3)
objection-handling,Objection & direct marketing opt-out,gdpr,GDPR,Art.21(4)
objection-handling,Objection & direct marketing opt-out,gdpr,GDPR,Art.21(5)
objection-handling,Objection & direct marketing opt-out,gdpr,GDPR,Art.21(6)
automated-decision-safeguards,Safeguards for solely automated decisions,gdpr,GDPR,Art.22(1)
automated-decision-safeguards,Safeguards for solely automated decisions,gdpr,GDPR,Art.22(3)
automated-decision-safeguards,Safeguards for solely automated decisions,gdpr,GDPR,Art.22(4)
data-protection-by-design,Data protection by design & by default,gdpr,GDPR,Art.25(1)
data-protection-by-design,Data protection by design & by default,gdpr,GDPR,Art.25(2)
joint-controller-arrangements,Joint controller arrangements,gdpr,GDPR,Art.26(1)
joint-controller-arrangements,Joint controller arrangements,gdpr,GDPR,Art.26(2)
joint-controller-arrangements,Joint controller arrangements,gdpr,GDPR,Art.26(3)
eu-representative,Representative in the Union,gdpr,GDPR,Art.27(1)
eu-representative,Representative in the Union,gdpr,GDPR,Art.27(3)
eu-representative,Representative in the Union,gdpr,GDPR,Art.27(4)
processor-obligations,Obligations when acting as a processor,gdpr,GDPR,Art.28(2)
processor-obligations,Obligations when acting as a processor,gdpr,GDPR,Art.28(4)
processor-obligations,Obligations when acting as a processor,gdpr,GDPR,Art.28(9)
processor-obligations,Obligations when acting as a processor,gdpr,GDPR,Art.29
processor-obligations,Obligations when acting as a processor,gdpr,GDPR,Art.33(2)
processor-record-of-processing,Processor’s record of processing categories,gdpr,GDPR,Art.30(2)
processor-record-of-processing,Processor’s record of processing categories,gdpr,GDPR,Art.30(3)
supervisory-authority-engagement,Supervisory authority cooperation & prior consultation,gdpr,GDPR,Art.30(4)
supervisory-authority-engagement,Supervisory authority cooperation & prior consultation,gdpr,GDPR,Art.31
supervisory-authority-engagement,Supervisory authority cooperation & prior consultation,gdpr,GDPR,Art.36(1)
supervisory-authority-engagement,Supervisory authority cooperation & prior consultation,gdpr,GDPR,Art.36(3)
dpo-designation,Data protection officer designation,gdpr,GDPR,Art.37(1)
dpo-designation,Data protection officer designation,gdpr,GDPR,Art.37(5)
dpo-designation,Data protection officer designation,gdpr,GDPR,Art.37(7)
dpo-position,Position & independence of the data protection officer,gdpr,GDPR,Art.38(1)
dpo-position,Position & independence of the data protection officer,gdpr,GDPR,Art.38(2)
dpo-position,Position & independence of the data protection officer,gdpr,GDPR,Art.38(3)
dpo-position,Position & independence of the data protection officer,gdpr,GDPR,Art.38(5)
dpo-position,Position & independence of the data protection officer,gdpr,GDPR,Art.38(6)
dpo-tasks,Tasks of the data protection officer,gdpr,GDPR,Art.39(1)
dpo-tasks,Tasks of the data protection officer,gdpr,GDPR,Art.39(2)
international-data-transfers,International transfers of personal data,gdpr,GDPR,Art.44
international-data-transfers,International transfers of personal data,gdpr,GDPR,Art.46(1)
international-data-transfers,International transfers of personal data,gdpr,GDPR,Art.46(2)
international-data-transfers,International transfers of personal data,gdpr,GDPR,Art.46(3)
international-data-transfers,International transfers of personal data,gdpr,GDPR,Art.49(1)
international-data-transfers,International transfers of personal data,gdpr,GDPR,Art.49(2)
international-data-transfers,International transfers of personal data,gdpr,GDPR,Art.49(6)
international-data-transfers,International transfers of personal data,pipeda,PIPEDA,4.1.3
binding-corporate-rules,Binding corporate rules,gdpr,GDPR,Art.47(2)
management-system-roles,"Management system roles, responsibilities & authorities",iso-42001,ISO/IEC 42001,5.3
management-system-roles,"Management system roles, responsibilities & authorities",iso-9001,ISO 9001,5.3
infrastructure-provision,Infrastructure for operating processes,iso-9001,ISO 9001,7.1.3
process-environment,Environment for the operation of processes,iso-9001,ISO 9001,7.1.4
monitoring-measuring-resources,Monitoring & measuring resources,iso-9001,ISO 9001,7.1.5.1
measurement-traceability,Measurement traceability & calibration,iso-9001,ISO 9001,7.1.5.2
organizational-knowledge,Organizational knowledge,iso-9001,ISO 9001,7.1.6
design-development-process,Design & development process,iso-9001,ISO 9001,8.3.1
design-development-planning,Design & development planning,iso-9001,ISO 9001,8.3.2
design-development-inputs,Design & development inputs,iso-9001,ISO 9001,8.3.3
design-development-controls,Design & development controls,iso-9001,ISO 9001,8.3.4
design-development-outputs,Design & development outputs,iso-9001,ISO 9001,8.3.5
design-development-changes,Design & development changes,iso-9001,ISO 9001,8.3.6
production-service-control,Control of production & service provision,iso-9001,ISO 9001,8.5.1
output-identification-traceability,Identification & traceability of outputs,iso-9001,ISO 9001,8.5.2
customer-property-care,Care of customer & external provider property,iso-9001,ISO 9001,8.5.3
output-preservation,Preservation of outputs,iso-9001,ISO 9001,8.5.4
production-change-control,Control of changes to production & service provision,iso-9001,ISO 9001,8.5.6
product-service-release,Release of products & services,iso-9001,ISO 9001,8.6
quality-performance-monitoring,Monitoring & measurement of quality performance,iso-9001,ISO 9001,9.1.1
quality-data-analysis,Analysis & evaluation of quality data,iso-9001,ISO 9001,9.1.3
sensitive-authentication-data,Sensitive authentication data not retained,pci-dss,PCI DSS,3.3
pan-display-masking,Card number display masking,pci-dss,PCI DSS,3.4
public-web-application-protection,Public-facing web application protection,pci-dss,PCI DSS,6.4
poi-device-protection,Payment terminal protection,pci-dss,PCI DSS,9.5
payment-page-script-integrity,Payment page script integrity,pci-dss,PCI DSS,11.6
service-provider-responsibility-acknowledgement,Service provider responsibility acknowledgement,pci-dss,PCI DSS,12.9
over-rated-content-age-restriction,Age restriction on creator content above the app’s rating,apple-kids,Apple App Store Kids Category,1.2.1(a)
over-rated-software-age-restriction,Age restriction on non-embedded software above the app’s rating,apple-kids,Apple App Store Kids Category,4.7.5
ad-creative-age-review,Human review of ad creative for age appropriateness,apple-kids,Apple App Store Kids Category,1.3/advertising-human-review
child-account-authentication-alternative,Alternative sign-in for users under 13,apple-kids,Apple App Store Kids Category,2.5.13/under-13-alternate-authentication
research-participant-consent,Consent from human subject research participants,apple-kids,Apple App Store Kids Category,5.1.3(iii)/minor-parental-consent
child-app-permission-implementation,Restricted platform permissions in children’s apps,google-play-families,Google Play Families,families/requirements/bluetooth-cdm
financial-reporting-scoping,Scope of the financial reporting assessment,sox,SOX (Sarbanes-Oxley) Section 404,P6
financial-reporting-risk-assessment,Financial reporting risk assessment,sox,SOX (Sarbanes-Oxley) Section 404,P7
esg-risk-management,ESG risk identification & treatment,esg-essentials,ESG Essentials,G.6
work-authorization-verification,Employment eligibility verification,us-employment-federal,US Employment Law (federal baseline),us.hiring-onboarding.i9
wage-hour-records,Time and pay records,us-employment-federal,US Employment Law (federal baseline),us.wage-hour.recordkeeping
nursing-employee-break-and-space,Break time and space for nursing employees,us-employment-federal,US Employment Law (federal baseline),us.leave.pump-act
polygraph-testing-limits,Lie-detector testing limits,us-employment-federal,US Employment Law (federal baseline),us.privacy.polygraph
employee-monitoring-lawful-basis,Lawful basis for monitoring employee communications,us-employment-federal,US Employment Law (federal baseline),us.privacy.electronic-monitoring
fedramp-security-inbox,FedRAMP security inbox,fedramp-rules-2026,FedRAMP Consolidated Rules for 2026,AFC-CSO-INB
